months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_annual_premium,insured_education_level,insured_sex,insured_occupation,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,property_damage,police_report_available,fraud_reported
195,2000,6000000,38000,-50300,12,3,1,2,7180,0,57440,1294.93,MD,MALE,tech-support,unmarried,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,YES,NO,N
360,1000,0,0,-62400,15,3,2,0,15080,15080,60320,1152.12,PhD,MALE,armed-forces,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NO,YES,N
300,1000,0,0,0,3,1,1,0,1180,1180,4720,1441.21,PhD,FEMALE,farming-fishing,wife,Vehicle Theft,?,Trivial Damage,None,NO,NO,N
245,1000,7000000,0,-68900,19,1,2,2,590,1180,4720,1575.74,JD,MALE,exec-managerial,other-relative,Parked Car,?,Minor Damage,Police,?,?,Y
146,2000,0,34500,-60600,16,3,1,1,5590,5590,44720,1233.96,Masters,FEMALE,other-service,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Police,NO,NO,N
67,1000,0,60400,-67800,16,1,0,3,6380,6380,51040,1861.43,High School,MALE,adm-clerical,husband,Single Vehicle Collision,Rear Collision,Major Damage,Other,NO,YES,Y
380,1000,0,66000,0,10,1,0,1,7270,7270,43620,1570.86,MD,MALE,farming-fishing,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Police,?,YES,Y
389,2000,0,0,0,6,1,1,2,630,1260,4410,791.47,Masters,MALE,armed-forces,unmarried,Vehicle Theft,?,Minor Damage,Police,NO,NO,Y
317,1000,0,43700,0,18,1,2,1,19020,19020,66570,1012.78,MD,MALE,sales,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Fire,NO,NO,Y
264,500,6000000,0,0,20,3,0,2,12700,6350,50800,1047.06,College,MALE,exec-managerial,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NO,NO,N
20,1000,0,0,-41200,14,1,0,0,12580,6290,44030,1390.29,Masters,FEMALE,priv-house-serv,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NO,?,N
116,500,0,0,-35500,8,3,0,3,6630,6630,46410,951.46,JD,MALE,handlers-cleaners,not-in-family,Multi-vehicle Collision,Front Collision,Major Damage,Other,NO,?,Y
222,1000,0,49600,-49200,17,2,2,0,16300,8150,57050,1226.78,JD,MALE,armed-forces,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,YES,?,N
439,500,0,48900,-40900,9,1,2,0,15000,5000,30000,1280.9,High School,MALE,armed-forces,own-child,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NO,?,N
66,2000,0,0,-31700,0,1,2,1,8780,8780,30730,1472.77,Associate,MALE,adm-clerical,husband,Single Vehicle Collision,Front Collision,Total Loss,Other,?,?,N
128,1000,0,0,-76000,2,1,0,0,5370,5370,48330,1878.44,High School,MALE,other-service,husband,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NO,?,N
69,500,0,0,0,23,3,0,0,12660,6330,44310,1418.5,High School,FEMALE,armed-forces,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,?,NO,N
294,500,0,0,0,8,1,0,3,11960,11960,41860,1532.8,College,MALE,prof-specialty,own-child,Single Vehicle Collision,Side Collision,Total Loss,Other,NO,YES,N
19,500,0,0,0,6,3,0,2,11600,11600,52200,1304.35,JD,MALE,transport-moving,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NO,?,Y
191,2000,0,45000,-30400,3,1,1,1,250,250,1750,1551.61,High School,MALE,armed-forces,unmarried,Vehicle Theft,?,Minor Damage,None,YES,NO,N
4,1000,6000000,64200,0,14,3,1,3,4510,9020,40590,1326.98,High School,FEMALE,machine-op-inspct,unmarried,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,YES,?,N
298,500,0,0,-71700,16,3,0,2,11580,11580,46320,862.92,MD,MALE,machine-op-inspct,wife,Multi-vehicle Collision,Side Collision,Major Damage,Other,NO,NO,N
231,2000,0,0,0,12,1,1,2,10300,10300,46350,1331.69,Masters,FEMALE,adm-clerical,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Police,?,NO,N
338,2000,0,0,-56200,1,3,2,3,12820,6410,44870,1486.04,Associate,FEMALE,armed-forces,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NO,?,Y
261,1000,0,0,-49400,19,1,0,3,13380,13380,53520,870.55,PhD,MALE,prof-specialty,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Other,?,?,N
321,2000,6000000,0,-39100,7,1,1,2,520,0,4160,1344.56,Associate,MALE,machine-op-inspct,husband,Vehicle Theft,?,Trivial Damage,Police,?,NO,N
0,1000,0,61400,-41100,6,4,1,1,6620,6620,26480,1377.04,College,MALE,tech-support,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,?,NO,N
405,500,0,0,-46900,11,1,0,0,5780,5780,52020,1237.88,MD,MALE,exec-managerial,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Police,?,?,Y
304,1000,0,0,0,2,1,1,1,13340,6670,53360,1525.86,PhD,FEMALE,craft-repair,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Other,YES,YES,N
1,500,0,52200,0,15,1,2,3,7890,23670,55230,854.58,JD,FEMALE,craft-repair,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Police,?,YES,N
26,1000,0,0,-53700,0,1,0,2,9960,4980,34860,770.76,Masters,MALE,tech-support,husband,Single Vehicle Collision,Side Collision,Major Damage,Police,NO,?,N
202,2000,0,0,-37500,12,1,1,1,7040,14080,56320,1132.74,Associate,FEMALE,armed-forces,husband,Single Vehicle Collision,Side Collision,Major Damage,Other,YES,NO,N
289,500,8000000,0,-42700,1,1,1,0,8580,0,34320,1173.37,PhD,FEMALE,handlers-cleaners,own-child,Single Vehicle Collision,Front Collision,Total Loss,Other,?,?,N
61,2000,6000000,0,-53800,16,2,1,0,11960,5980,35880,1188.28,JD,FEMALE,farming-fishing,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,YES,NO,Y
334,1000,6000000,0,0,2,1,2,1,12740,6370,38220,876.88,MD,MALE,sales,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NO,NO,N
12,1000,0,51400,0,13,3,2,1,5930,5930,41510,1143.95,PhD,FEMALE,tech-support,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NO,?,N
86,2000,0,74200,-68100,0,1,2,2,9680,14520,38720,1409.06,High School,MALE,prof-specialty,husband,Single Vehicle Collision,Front Collision,Minor Damage,Police,NO,YES,N
83,1000,0,0,0,0,3,0,1,6160,12320,43120,1070.63,High School,FEMALE,machine-op-inspct,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Fire,?,NO,N
126,2000,0,55300,-58400,16,3,2,0,6180,12360,55620,916.13,College,MALE,sales,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Police,YES,NO,N
209,500,0,38600,-52900,8,1,2,0,8900,8900,62300,1191.5,High School,MALE,priv-house-serv,husband,Single Vehicle Collision,Rear Collision,Total Loss,Police,NO,?,N
283,1000,0,0,-46200,9,1,2,3,820,820,4920,1474.66,JD,FEMALE,sales,husband,Parked Car,?,Trivial Damage,Police,?,NO,N
194,1000,0,0,0,11,1,2,1,11760,5880,41160,1193.45,JD,MALE,other-service,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,?,YES,N
184,1000,0,0,0,6,3,0,2,11940,5970,35820,1437.53,College,FEMALE,transport-moving,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,?,NO,Y
479,2000,0,0,0,18,1,0,0,5050,10100,45450,1304.83,College,FEMALE,other-service,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NO,NO,N
284,1000,0,0,-42400,11,1,0,3,6500,3250,26000,1168.8,JD,FEMALE,tech-support,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Other,?,YES,N
65,1000,0,43000,-42500,17,1,1,2,3570,7140,32130,1164.97,College,FEMALE,adm-clerical,wife,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,?,YES,N
222,1000,0,87800,-51200,21,3,1,0,14660,14660,58640,1232.72,High School,MALE,armed-forces,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,?,NO,Y
196,2000,0,0,-78600,0,3,1,0,4780,4780,38240,1800.76,JD,MALE,protective-serv,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NO,NO,N
253,500,7000000,46300,-33000,9,1,0,1,640,640,2560,1187.01,Associate,FEMALE,tech-support,unmarried,Vehicle Theft,?,Trivial Damage,Police,NO,?,N
280,1000,0,0,-51600,1,1,0,2,14000,7000,56000,1559.34,JD,MALE,transport-moving,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,NO,?,N
5,2000,0,31500,0,22,1,1,3,16020,16020,56070,1137.02,PhD,FEMALE,farming-fishing,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,YES,?,N
220,1000,0,33500,-49500,20,4,0,2,4340,4340,39060,1281.72,College,MALE,farming-fishing,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NO,YES,N
85,1000,0,72400,-77000,9,3,2,1,5360,10720,42880,796.35,MD,FEMALE,craft-repair,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,YES,YES,N
266,500,0,0,-45800,5,1,1,2,480,240,1440,1270.02,Associate,FEMALE,tech-support,own-child,Parked Car,?,Minor Damage,Police,NO,?,N
41,1000,0,46700,0,12,1,1,1,530,1060,5300,1383.13,JD,FEMALE,prof-specialty,own-child,Vehicle Theft,?,Trivial Damage,Police,YES,?,N
316,2000,5000000,58300,0,6,3,2,0,7170,14340,57360,1290.74,High School,FEMALE,prof-specialty,husband,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NO,YES,N
285,1000,0,55100,0,8,1,1,1,300,300,2100,1216.68,Masters,FEMALE,sales,other-relative,Vehicle Theft,?,Trivial Damage,Police,NO,NO,N
379,500,0,41400,0,14,1,0,1,6330,6330,63300,1251.16,Associate,FEMALE,machine-op-inspct,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,?,NO,N
15,2000,0,33500,-58900,10,1,1,3,6870,13740,54960,1586.41,High School,FEMALE,sales,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Police,YES,?,Y
354,2000,5000000,0,0,12,1,2,3,15040,15040,60160,1526.11,Masters,FEMALE,sales,unmarried,Single Vehicle Collision,Front Collision,Minor Damage,Police,?,YES,N
342,1000,0,0,0,12,1,0,0,14720,7360,58880,1028.44,College,FEMALE,prof-specialty,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,?,NO,N
169,1000,0,23300,0,12,3,1,3,6590,13180,59310,1555.94,PhD,MALE,craft-repair,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Other,NO,YES,N
339,2000,0,98800,-65300,13,1,0,3,1240,620,4960,1570.77,JD,MALE,adm-clerical,not-in-family,Vehicle Theft,?,Minor Damage,None,NO,NO,N
259,2000,0,65000,-49200,17,3,1,2,5690,11380,45520,1170.53,PhD,FEMALE,armed-forces,wife,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NO,YES,N
65,1000,0,0,-71900,14,1,1,0,6550,6550,39300,1099.95,College,FEMALE,sales,wife,Single Vehicle Collision,Side Collision,Major Damage,Other,NO,YES,Y
254,2000,0,0,-90600,3,3,1,3,5780,11560,46240,1472.43,MD,MALE,tech-support,husband,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,?,YES,N
440,500,0,0,-56200,18,3,2,1,6140,6140,49120,1275.62,Associate,FEMALE,priv-house-serv,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,YES,NO,N
478,1000,0,47600,0,5,1,1,3,940,470,3290,1292.3,High School,MALE,adm-clerical,own-child,Parked Car,?,Minor Damage,None,YES,NO,Y
230,2000,0,45400,-39400,19,1,0,2,13480,13480,47180,1009.37,College,FEMALE,prof-specialty,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Fire,NO,YES,N
138,500,4000000,27700,-72400,0,1,2,2,6930,13860,62370,1093.07,PhD,FEMALE,other-service,wife,Single Vehicle Collision,Front Collision,Major Damage,Other,?,NO,N
239,1000,7000000,51400,-6300,22,1,0,2,1660,830,8300,1325.44,JD,FEMALE,farming-fishing,other-relative,Parked Car,?,Trivial Damage,Police,?,YES,N
93,2000,0,0,0,21,3,1,3,8740,8740,30590,1017.18,MD,FEMALE,prof-specialty,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Police,YES,NO,N
37,1000,0,49300,0,4,3,0,0,5670,11340,34020,1221.17,Masters,FEMALE,protective-serv,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,YES,YES,N
254,500,0,0,0,10,1,0,1,0,5410,37870,1927.87,MD,MALE,prof-specialty,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,YES,?,Y
131,1000,0,65700,0,5,1,1,3,15280,7640,53480,978.27,Associate,FEMALE,sales,own-child,Single Vehicle Collision,Front Collision,Major Damage,Fire,?,NO,N
230,2000,0,48100,0,13,1,0,2,13720,13720,48020,1221.14,MD,MALE,prof-specialty,wife,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,?,?,N
313,2000,0,0,0,18,3,2,1,13800,6900,48300,1255.62,MD,MALE,armed-forces,unmarried,Multi-vehicle Collision,Side Collision,Major Damage,Other,YES,YES,Y
210,500,0,0,0,6,1,1,2,1440,720,6480,999.52,JD,MALE,tech-support,other-relative,Vehicle Theft,?,Minor Damage,Police,?,NO,N
101,500,0,30000,-53000,0,3,2,1,12220,12220,42770,1380.89,PhD,MALE,armed-forces,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,?,?,N
153,500,0,52300,-55600,5,3,0,3,4250,4250,34000,1010.77,High School,MALE,transport-moving,unmarried,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,?,NO,N
337,500,0,0,-34600,8,1,0,1,14400,7200,64800,1205.86,Associate,MALE,armed-forces,wife,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,YES,NO,N
360,1000,0,0,-32900,5,1,2,2,840,840,2940,1526.61,Masters,MALE,handlers-cleaners,not-in-family,Vehicle Theft,?,Minor Damage,Police,YES,?,Y
428,1000,0,0,0,9,1,2,2,630,1260,5040,1496.44,High School,FEMALE,tech-support,unmarried,Parked Car,?,Trivial Damage,Police,YES,NO,N
204,500,0,0,0,10,3,1,2,8340,8340,25020,1256.2,JD,FEMALE,sales,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Other,YES,YES,N
364,500,0,0,0,16,1,2,1,14060,14060,49210,1268.35,Masters,MALE,transport-moving,wife,Single Vehicle Collision,Rear Collision,Major Damage,Other,YES,NO,Y
185,2000,0,0,0,8,1,2,3,900,450,3600,1421.59,College,MALE,other-service,own-child,Vehicle Theft,?,Trivial Damage,Police,?,YES,N
63,500,6000000,0,-36500,5,1,0,2,860,860,3440,1500.04,PhD,MALE,craft-repair,own-child,Vehicle Theft,?,Minor Damage,Police,NO,YES,N
210,500,0,0,-19500,11,3,2,1,2730,2730,19110,1433.24,College,FEMALE,exec-managerial,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NO,?,Y
194,2000,0,46500,0,15,3,1,0,4880,9760,39040,1231.25,PhD,FEMALE,craft-repair,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,?,?,N
294,500,0,22700,0,23,3,1,1,3900,3900,35100,1135.43,Masters,MALE,farming-fishing,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Police,YES,YES,N
272,2000,5000000,38600,-42800,23,1,0,0,16820,8410,58870,945.73,MD,MALE,protective-serv,wife,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NO,NO,Y
27,2000,0,0,-55800,23,1,1,3,6840,6840,47880,1118.76,College,FEMALE,adm-clerical,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,?,?,N
251,2000,0,0,-31700,10,1,0,0,5530,5530,33180,1231.98,Associate,FEMALE,other-service,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Police,YES,?,N
180,2000,0,58100,-49000,12,4,2,3,11540,5770,40390,1005.47,JD,FEMALE,protective-serv,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,?,YES,N
392,2000,0,68400,-66800,4,1,2,2,16620,16620,74790,1108.97,PhD,FEMALE,exec-managerial,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Other,NO,YES,N
143,500,5000000,0,-65700,16,1,2,0,10860,5430,38010,1392.39,High School,FEMALE,exec-managerial,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NO,YES,N
371,2000,0,34700,-81000,18,3,1,2,5380,5380,21520,1317.97,High School,MALE,craft-repair,wife,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,?,?,Y
292,1000,0,0,-53800,15,3,1,1,16920,8460,59220,1588.22,JD,MALE,machine-op-inspct,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Other,YES,NO,N
165,500,6000000,0,-49900,8,1,1,3,6970,6970,55760,900.02,College,MALE,craft-repair,own-child,Single Vehicle Collision,Front Collision,Total Loss,Other,NO,YES,N
158,1000,3000000,0,0,4,3,0,1,3640,7280,25480,1744.64,JD,MALE,prof-specialty,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NO,NO,N
241,1000,0,0,-54900,20,3,0,2,4690,4690,28140,1260.56,JD,FEMALE,adm-clerical,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NO,YES,N
103,2000,0,69500,-47700,1,3,2,3,14380,14380,50330,1021.14,Masters,FEMALE,other-service,wife,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NO,?,N
402,2000,0,48000,-79600,19,1,0,2,7530,15060,45180,1285.09,JD,MALE,farming-fishing,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Other,NO,YES,Y
102,500,3000000,0,0,11,1,1,0,9480,4740,33180,1537.07,JD,MALE,tech-support,wife,Single Vehicle Collision,Side Collision,Total Loss,Other,NO,NO,Y
182,1000,0,50000,-56900,13,1,0,2,7110,14220,49770,1022.42,PhD,MALE,other-service,husband,Single Vehicle Collision,Front Collision,Total Loss,Other,YES,?,N
282,2000,0,51100,-75100,2,1,2,2,13880,6940,48580,1558.86,MD,MALE,other-service,wife,Single Vehicle Collision,Front Collision,Minor Damage,Police,?,NO,N
222,500,0,71400,0,9,3,2,1,5000,10000,40000,1757.87,High School,MALE,transport-moving,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Other,YES,?,Y
415,1000,0,50400,0,15,2,1,3,7860,7860,35370,973.5,PhD,MALE,machine-op-inspct,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Police,YES,YES,N
51,500,0,0,0,23,1,2,3,6420,19260,38520,1430.8,PhD,MALE,machine-op-inspct,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Fire,?,NO,Y
255,500,0,0,-40200,16,1,2,0,12240,12240,42840,1192.27,High School,MALE,sales,own-child,Single Vehicle Collision,Front Collision,Total Loss,Other,NO,YES,N
143,500,0,37700,0,21,4,2,0,6920,13840,55360,1163.83,Associate,MALE,protective-serv,husband,Multi-vehicle Collision,Side Collision,Major Damage,Other,YES,?,N
130,1000,0,0,-38500,21,2,2,1,13080,13080,58860,1003.15,JD,FEMALE,farming-fishing,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,YES,NO,N
242,2000,6000000,0,-57000,3,3,0,1,12380,12380,43330,1153.54,Masters,MALE,protective-serv,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NO,?,N
96,1000,0,0,0,4,1,1,2,670,670,4690,1631.1,High School,FEMALE,priv-house-serv,wife,Parked Car,?,Trivial Damage,Police,?,NO,N
180,1000,0,0,-55800,17,1,1,3,1020,510,3570,1252.48,MD,MALE,machine-op-inspct,wife,Vehicle Theft,?,Minor Damage,None,?,NO,N
150,1000,0,40100,0,7,1,1,3,510,510,3570,1677.26,College,MALE,sales,own-child,Vehicle Theft,?,Trivial Damage,Police,YES,YES,N
463,1000,0,51700,0,14,2,1,2,7240,14480,50680,979.73,JD,FEMALE,exec-managerial,not-in-family,Multi-vehicle Collision,Front Collision,Major Damage,Other,?,NO,Y
472,500,0,0,0,13,1,2,3,14180,7090,49630,989.24,Masters,MALE,other-service,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Fire,NO,NO,N
75,1000,0,0,0,23,2,2,3,6510,6510,52080,1389.86,Associate,FEMALE,priv-house-serv,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,?,YES,N
193,500,0,0,0,23,3,2,1,0,14280,49980,1233.85,College,FEMALE,handlers-cleaners,husband,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,?,YES,N
43,500,0,0,0,16,1,2,1,7270,21810,50890,1320.39,Associate,FEMALE,armed-forces,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,?,?,Y
253,1000,0,36600,0,17,1,2,0,6290,6290,44030,1435.09,College,FEMALE,machine-op-inspct,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,NO,?,N
152,500,0,58600,0,9,1,1,1,7690,7690,69210,1448.54,JD,FEMALE,craft-repair,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,YES,?,Y
160,500,0,0,-43800,13,3,2,1,7420,14840,44520,1733.56,High School,MALE,sales,wife,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NO,YES,N
56,500,0,0,-28800,13,1,1,2,0,6500,52000,1533.07,JD,MALE,farming-fishing,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,YES,YES,N
286,500,0,45500,-62500,3,1,2,0,500,500,4000,1106.77,College,FEMALE,prof-specialty,other-relative,Parked Car,?,Trivial Damage,Police,?,NO,N
3,500,5000000,0,0,3,1,2,1,500,1000,3500,995.7,JD,FEMALE,priv-house-serv,unmarried,Parked Car,?,Trivial Damage,Police,?,?,Y
286,1000,6000000,71300,-70300,16,3,1,3,6050,12100,36300,1298.85,High School,FEMALE,sales,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,?,YES,N
239,1000,5000000,0,0,12,3,1,3,6880,6880,48160,1276.73,Masters,FEMALE,handlers-cleaners,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Police,NO,?,N
64,2000,0,0,-61400,4,1,1,2,4370,4370,34960,1202.28,High School,MALE,exec-managerial,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,?,NO,Y
98,500,0,0,-26400,3,1,2,0,7120,7120,49840,671.92,Masters,MALE,machine-op-inspct,wife,Single Vehicle Collision,Front Collision,Minor Damage,Other,?,?,N
16,1000,0,59300,-31400,0,1,2,1,10000,10000,35000,1358.03,JD,MALE,sales,own-child,Single Vehicle Collision,Rear Collision,Total Loss,Other,NO,?,Y
70,1000,4000000,46000,0,19,1,2,3,0,550,3850,1008.79,Masters,FEMALE,adm-clerical,own-child,Vehicle Theft,?,Trivial Damage,Police,NO,?,N
75,1000,0,0,0,15,2,0,1,5970,11940,53730,1141.1,JD,MALE,armed-forces,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,?,YES,N
246,1000,0,0,0,6,1,1,0,6860,6860,48020,1397,High School,MALE,machine-op-inspct,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NO,NO,N
110,1000,0,0,-66200,3,1,0,3,5750,5750,46000,1664.66,Associate,FEMALE,priv-house-serv,own-child,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,?,?,N
236,1000,4000000,0,-63900,17,1,0,0,870,1740,6090,1151.39,Masters,FEMALE,exec-managerial,wife,Parked Car,?,Minor Damage,Police,YES,?,N
267,2000,0,0,0,4,4,2,1,15420,7710,53970,1546.01,MD,FEMALE,adm-clerical,wife,Multi-vehicle Collision,Front Collision,Total Loss,Police,NO,?,N
463,500,0,0,0,14,1,2,0,6600,6600,46200,1063.67,Masters,MALE,priv-house-serv,wife,Single Vehicle Collision,Front Collision,Minor Damage,Police,NO,YES,N
303,1000,0,0,0,3,3,1,0,9980,4990,39920,709.14,Masters,MALE,machine-op-inspct,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NO,NO,N
137,500,0,55600,-59700,4,3,2,1,6730,13460,53840,1039.55,MD,MALE,exec-managerial,unmarried,Multi-vehicle Collision,Front Collision,Minor Damage,Other,?,?,N
56,500,0,0,0,13,1,1,2,11180,11180,39130,1339.39,Associate,FEMALE,adm-clerical,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,?,YES,N
75,1000,0,57900,-90100,23,3,0,2,6630,13260,59670,1202.75,High School,MALE,handlers-cleaners,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NO,YES,N
131,2000,0,0,-65200,3,1,0,1,490,490,3920,1081.17,MD,MALE,sales,wife,Parked Car,?,Minor Damage,Police,?,NO,N
153,500,0,45600,-61400,0,3,1,0,14140,14140,49490,991.39,High School,MALE,tech-support,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Other,?,NO,N
255,500,0,75800,0,14,2,2,2,7470,14940,52290,984.02,JD,FEMALE,transport-moving,unmarried,Multi-vehicle Collision,Side Collision,Major Damage,Fire,?,?,Y
103,500,0,66300,0,14,2,2,2,4060,4060,32480,1354.83,MD,MALE,tech-support,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NO,?,N
97,1000,0,0,-32600,22,1,1,0,10060,10060,25150,830.31,JD,MALE,farming-fishing,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,?,?,N
214,2000,7000000,0,0,17,3,0,3,4280,8560,34240,987.42,Associate,FEMALE,machine-op-inspct,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NO,?,N
438,500,0,0,0,14,1,0,0,4070,4070,32560,1119.29,MD,FEMALE,machine-op-inspct,husband,Single Vehicle Collision,Side Collision,Minor Damage,Police,?,NO,Y
87,500,0,0,0,2,1,2,1,6300,3150,25200,1048.39,Masters,FEMALE,transport-moving,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Police,?,YES,N
27,1000,0,0,0,4,1,2,0,400,400,2400,1074.47,MD,MALE,protective-serv,wife,Parked Car,?,Trivial Damage,Police,?,?,N
206,1000,0,0,-74200,2,1,1,1,7180,14360,57440,1230.76,High School,MALE,machine-op-inspct,unmarried,Single Vehicle Collision,Rear Collision,Major Damage,Fire,?,NO,Y
127,500,0,58200,0,10,1,1,0,560,1120,4480,1255.02,Associate,MALE,sales,not-in-family,Parked Car,?,Minor Damage,None,YES,NO,N
422,1000,0,43600,-67800,11,1,1,1,15500,7750,62000,1555.52,MD,FEMALE,machine-op-inspct,own-child,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,YES,NO,N
303,2000,5000000,0,0,1,4,1,2,12140,6070,54630,836.11,Masters,MALE,sales,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Fire,YES,NO,N
228,500,0,43700,0,20,1,0,2,1100,1100,3850,1450.98,Associate,MALE,exec-managerial,husband,Parked Car,?,Trivial Damage,Police,?,NO,N
239,2000,0,44200,-37000,10,1,2,3,15980,7990,63920,625.08,JD,FEMALE,protective-serv,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,NO,YES,Y
